rank,asin,title,brand,price,unit_price,count,rating,review_count,timestamp
1,B0739KKHWL,"Nordic Naturals Ultimate Omega, Lemon Flavor - 90 Soft Gels - 1280 mg Omega-3 - High-Potency Omega-3 Fish Oil Supplement with EPA & DHA - Promotes Brain & Heart Health - Non-GMO - 45 Servings",Nordic Naturals,33.74,0.3749,90,4.7,57926,2026-04-04T01:14:57Z
2,B07DX89ZHN,Sports Research® Omega-3 Fish Oil 1250 - Triple Strength Fish Oil Supplement from Wild Alaska Pollock - MSC Certified Sustainable · Non-GMO · Soy Free - 90 Softgel Capsules,Sports Research,27.95,0.3106,90,4.7,58394,2026-04-04T01:14:57Z
3,B01NBTJFJB,Triple Strength DHA Omega 3 Fish Oil 3600 mg | Over 2100mg Omega-3 Fatty Acids with 860mg of DHA | 1300mg EPA | Best Essential Fatty Acids | Premium Wild Caught & Burpless Fish Oil | 120 ct.,,34.95,0.2913,120,4.6,28786,2026-04-04T01:14:57Z
4,B0C5F59RWG,"NatureWise Extra-Strength Omega 3 Fish Oil Supplement - 1000mg per Serving - 600 EPA & 400 DHA and Vitamin E - Support for Heart & Brain Health - Lemon Flavor, GMO-Free - 60 Softgels[1-Month Supply]",NatureWise,8.02,0.1337,60,4.6,8265,2026-04-04T01:14:57Z
5,B071VT9J98,"Nature Made Fish Oil Omega 3 Supplements, 1200 mg Softgels, Omega 3 Fish Oil for Healthy Heart Support, 230 Softgels, 115 Day Supply",Nature Made,21.96,0.0955,230,4.8,10530,2026-04-04T01:14:57Z
6,B014LDT0ZM,"Triple Strength Fish Oil Omega 3 Supplements for Women and Men – 2500 mg High-Potency, Easy-to-Absorb Re-esterified Triglyceride Form, Pescatarian-Friendly DPA Omega 3 EPA DHA Supplement,180 Softgels",,54.95,0.3053,180,4.7,13511,2026-04-04T01:14:57Z
7,B0184SMS9A,"MegaRed Antarctic Krill Oil 500mg Omega 3 Fatty Acid Supplement, Extra Strength EPA & DHA Krill Oil Softgels (90cnt Box), Astaxanthin, Heart Health Supplement with No Fish Oil Aftertaste",MegaRed,26.88,,,4.7,7724,2026-04-04T01:14:57Z
8,B098KLWZHN,"Nutricost Omega 3 Fish Oil - 2500MG, 120 Softgels (40 Serv) - Fish Oil, Wild Caught! 1200mg EPA 850mg DHA - Non-GMO, Gluten Free",Nutricost,19.95,0.1662,120,4.7,2865,2026-04-04T01:14:57Z
9,B075ZTY6GR,"Nordic Naturals Omega-3, Lemon Flavor - 90 Soft Gels - 690 mg Omega-3 - Fish Oil - EPA & DHA - Immune Support, Brain & Heart Health, Optimal Wellness - Non-GMO - 45 Servings",Nordic Naturals,22.49,0.2499,90,4.7,10411,2026-04-04T01:14:57Z
10,B000NPYY04,"Nature's Bounty Fish Oil Omega 3 Supplements - Supports Heart Health, 1200 Mg Fish Oil, Omega-3, 200 Softgels (Pack of 1)",Nature's Bounty,26.9,0.1345,200,4.7,74410,2026-04-04T01:14:57Z
11,B001GCU6KA,"NOW Foods Supplements, Omega-3 180 EPA / 120 DHA, Molecularly Distilled, Cardiovascular Support*, 200 Softgels",NOW Foods,14.69,0.0735,200,4.7,15708,2026-04-04T01:14:57Z
12,B07BBNGPG2,"Amazon Basics Fish Oil 303 mg, Soft Chew Gummies, Lemon, Orange & Strawberry-Banana Flavors, 90 Count, EPA and DHA Omega-3 Fatty Acids (Previously Solimo)",Amazon Basics,6.74,0.0749,90,4.6,8532,2026-04-04T01:14:57Z
13,B0013L5G9U,"Nature’s Bounty Fish Oil, Supports Heart Health, 1000mg, Rapid Release Softgels, 145 Ct",,11.97,0.0826,145,4.8,4530,2026-04-04T01:14:57Z
16,B06XPPP4M2,"Nordic Naturals Ultimate Omega 2X, Lemon Flavor - 120 Soft Gels - 2150 mg Omega-3 - High-Potency Fish Oil with EPA & DHA - Promotes Brain & Heart Health - Non-GMO - 60 Servings",Nordic Naturals,82.43,0.6869,120,4.6,5649,2026-04-04T01:14:57Z
17,B0018CJ17W,"THORNE - Super EPA - Omega-3 Fish Oil Supplement with EPA & DHA from Sustainably Sourced Fish - Supports Brain, Skin, Joint & Heart Health* - Third-Party Certified - Gluten & Dairy-Free - 90 Softgels",Thorne,41.0,0.4556,90,4.6,2906,2026-04-04T01:14:57Z
18,B09SRB8BXP,"Nature Made Extra Strength Burp Less Fish Oil Omega 3 Supplements 1400 mg Minis, Omega 3 Fish Oil as Ethyl Esters for Healthy Heart Brain Eyes Support, 60 Softgels, 30 Day Supply",Nature Made,12.14,0.2023,60,4.6,4770,2026-04-04T01:14:57Z
19,B07WMZTX28,"Nordic Naturals Zero Sugar Children’s DHA Gummy Chews, Tropical Punch - 30 Gummy Chews for Kids - 600 mg Total Omega-3s - Brain Development, Learning, Healthy Immunity - Non-GMO - 30 Servings",Nordic Naturals,17.67,0.589,30,4.5,5116,2026-04-04T01:14:57Z
20,B0046XC528,"Nature Made Fish Oil Omega 3 Supplements, 1000mg Softgels, Omega 3 Fish Oil for Healthy Heart Support, 250 Softgels, 125 Day Supply",Nature Made,27.7,0.1108,250,4.8,46729,2026-04-04T01:14:57Z
22,B07L45XQBR,"Micro Ingredients Triple Strength Omega 3 Fish Oil Supplements 4200mg Per Serving, 240 Softgels – Lemon Flavored – Burpless | EPA 1200mg + DHA 900mg | Deep Sea Fish",,33.99,0.1416,240,4.6,10582,2026-04-04T01:14:57Z
24,B07V9P1L27,"Nordic Naturals Ultimate Omega-D3, Lemon Flavor - 90 Soft Gels - 1280 mg Omega-3 + 1000 IU Vitamin D3 - EPA & DHA - Promotes Brain, Heart, & Immune Health - 45 Servings",Nordic Naturals,37.36,0.4151,90,4.7,8118,2026-04-04T01:14:57Z
25,B00CAZAU62,Dr. Tobias Omega 3 Fish Oil 2000mg Triple Strength with 800mg EPA 600mg DHA Per Serving | Fish Oil Omega 3 Supplements for Heart Brain & Immune Support - 180 Softgels (90 Servings),Dr. Tobias,39.99,0.2222,180,4.6,36809,2026-04-04T01:14:57Z
26,B01BHF3KRG,"Micro Ingredients Pumpkin Seed Oil with Saw Palmetto,300 Softgels | Cold Pressed, Pure Virgin Oil, Essential Fatty Acids, & Phytosterols | Non-GMO",,34.95,0.1165,300,4.5,4771,2026-04-04T01:14:57Z
27,B07V9NZX7N,"Nordic Naturals Ultimate Omega Jr., Strawberry - 120 Mini Soft Gels - 680 Total Omega-3s with EPA & DHA - Brain Health, Mood, Learning - Non-GMO - 60 Servings",Nordic Naturals,34.81,0.5802,60,4.7,5340,2026-04-04T01:14:57Z
28,B00126FELQ,"Nature Made Flaxseed Oil 1000 mg, Fish Free Omega 3 Supplement, Dietary Supplement for Heart Health Support, 100 Softgels, 100 Day Supply",Nature Made,5.93,0.0593,100,4.7,7684,2026-04-04T01:14:57Z
29,B002WTCLGI,"Nordic Naturals Children’s DHA, Strawberry - 8 oz for Kids - 530 mg Omega-3 with EPA & DHA - Brain Development & Function - Non-GMO - 96 Servings",Nordic Naturals,29.71,0.3095,96,4.6,10164,2026-04-04T01:14:57Z
